Song,Split,Start,End,Duration,Words,Lyric
Giselle - Moss,Train,156.0,161.0,5.0,1,ah
Giselle - Moss,Train,161.0,170.0,9.0,1,ah
Giselle - Moss,Train,170.0,180.0,10.0,1,ah
Giselle - Moss,Train,180.0,188.0,8.0,1,ah
Giselle - Moss,Train,188.0,198.0,10.0,1,-
Grants - PunchDrunk,Train,0.0,10.0,10.0,1,-
Grants - PunchDrunk,Train,10.0,14.0,4.0,1,-
Grants - PunchDrunk,Train,14.0,24.0,10.0,27,crack the knocks ice the cuts right eye swollen half way shot tropical fruta what a straight up knife to a fist fight punch in a cup
Grants - PunchDrunk,Train,24.0,29.0,5.0,15,a glass glass the jaw south the pall wrapped them fist like a casting call
Grants - PunchDrunk,Train,29.0,36.0,7.0,14,get off the ropes we're about to brawl is this punch too sweet ciao
Grants - PunchDrunk,Train,36.0,42.0,6.0,1,-
Grants - PunchDrunk,Train,42.0,48.0,6.0,18,we get it rocky balboa a bee a barack obama put that ass up in a coma comma
Grants - PunchDrunk,Train,48.0,54.0,6.0,20,tax avenger trauma trauma blood donor dama bare it banda hot box and mary jane funder is we gone yet
Grants - PunchDrunk,Train,54.0,64.0,10.0,27,cause i'm a motherfucking gouner sipping punch to a straw in a honda captain crunch eating brunch with madonna stomped cause that kunk keep asking for banana
Grants - PunchDrunk,Train,64.0,69.0,5.0,11,do you have any banana what the fuck is a banana
Grants - PunchDrunk,Train,69.0,75.0,6.0,1,-
Grants - PunchDrunk,Train,75.0,82.0,7.0,1,-
Grants - PunchDrunk,Train,82.0,90.0,8.0,18,be the champion with the champ beyond mohammed ali shrimps scamp a dawn no reservation at the restaurant
Grants - PunchDrunk,Train,90.0,99.0,9.0,23,and the maitre dee beyond's on whatever he won whatever he won whatever he won get the champion whatever he won he won
Grants - PunchDrunk,Train,99.0,104.0,5.0,4,he won he won
Grants - PunchDrunk,Train,104.0,114.0,10.0,17,he won he want an entourage ten car garage bed large enough for manna j toiz toiz
Grants - PunchDrunk,Train,114.0,119.0,5.0,8,a platinum chain where the gold one was
Grants - PunchDrunk,Train,119.0,123.0,4.0,8,a platinum chain where the gold one was
Grants - PunchDrunk,Train,123.0,128.0,5.0,8,a platinum chain where the gold one was
Grants - PunchDrunk,Train,128.0,135.0,7.0,1,-
Grants - PunchDrunk,Train,135.0,141.0,6.0,1,-
Grants - PunchDrunk,Train,141.0,150.0,9.0,1,-
Grants - PunchDrunk,Train,150.0,156.0,6.0,5,i'm not a violent man
Grants - PunchDrunk,Train,156.0,164.0,8.0,26,you got beat up by a little kid what you got beat up by a girl punch drunk you got beat up by a little kid
Grants - PunchDrunk,Train,164.0,169.0,5.0,18,you got beat up by a girl that's fucked up you got beat up by a little kid
Grants - PunchDrunk,Train,169.0,177.0,8.0,26,you got beat up by a girl a girl you got beat up by a little kid you got beat up by a girl punch drunk
Grants - PunchDrunk,Train,177.0,181.0,4.0,1,-
Grants - PunchDrunk,Train,180.0,186.0,6.0,10,punch drunk punch drunk i'm all kinds of punch drunk
Grants - PunchDrunk,Train,186.0,193.0,7.0,14,punch drunk punch drunk i'm all kinds of punch drunk punch drunk punch drunk
Grants - PunchDrunk,Train,193.0,202.0,9.0,16,i'm all kinds of punch drunk punch drunk punch drunk i'm all kinds of punch drunk
Spike Mullings - Mike's Sulking,Train,0.0,10.0,10.0,1,-
Spike Mullings - Mike's Sulking,Train,10.0,15.0,5.0,1,-
Spike Mullings - Mike's Sulking,Train,15.0,21.0,6.0,1,-
Spike Mullings - Mike's Sulking,Train,21.0,28.0,7.0,1,-
Spike Mullings - Mike's Sulking,Train,28.0,36.0,8.0,1,-
Spike Mullings - Mike's Sulking,Train,36.0,42.0,6.0,6,another year and i'm still here
Spike Mullings - Mike's Sulking,Train,42.0,50.0,8.0,11,by all rights i should be away and in the clear
Spike Mullings - Mike's Sulking,Train,50.0,56.0,6.0,5,away and in the clear
Spike Mullings - Mike's Sulking,Train,56.0,60.0,4.0,2,hu shalala
Spike Mullings - Mike's Sulking,Train,60.0,66.0,6.0,8,it's all gone wrong i should be gone
Spike Mullings - Mike's Sulking,Train,66.0,74.0,8.0,11,sand all that should be left behinds this song hu shalala
Spike Mullings - Mike's Sulking,Train,74.0,83.0,9.0,8,left behind this song hu shalala hu shalala
Spike Mullings - Mike's Sulking,Train,83.0,91.0,8.0,11,cause i think there should be so much more to me
Spike Mullings - Mike's Sulking,Train,90.0,96.0,6.0,5,gritten shell but no pearl
Spike Mullings - Mike's Sulking,Train,96.0,103.0,7.0,11,i heard there could be more than this so much more
Spike Mullings - Mike's Sulking,Train,103.0,111.0,8.0,4,out in the world
Spike Mullings - Mike's Sulking,Train,111.0,116.0,5.0,11,uh shalala another day i'm going to uh shalala get away
Spike Mullings - Mike's Sulking,Train,132.0,137.0,5.0,1,-
Spike Mullings - Mike's Sulking,Train,137.0,143.0,6.0,1,-
Spike Mullings - Mike's Sulking,Train,143.0,150.0,7.0,1,-
Spike Mullings - Mike's Sulking,Train,150.0,158.0,8.0,1,-
Spike Mullings - Mike's Sulking,Train,158.0,167.0,9.0,1,-
Spike Mullings - Mike's Sulking,Train,167.0,177.0,10.0,1,-
Spike Mullings - Mike's Sulking,Train,177.0,182.0,5.0,1,-
Spike Mullings - Mike's Sulking,Train,182.0,188.0,6.0,1,-
Spike Mullings - Mike's Sulking,Train,188.0,195.0,7.0,1,-
Spike Mullings - Mike's Sulking,Train,195.0,200.0,5.0,1,-
Spike Mullings - Mike's Sulking,Train,200.0,209.0,9.0,1,-
Spike Mullings - Mike's Sulking,Train,234.0,240.0,6.0,6,another year an i'm still here
Spike Mullings - Mike's Sulking,Train,240.0,248.0,8.0,11,by all rights i should be away and in the clears
Celestial Shore - Die For Us,Train,0.0,9.0,9.0,1,-
Celestial Shore - Die For Us,Train,9.0,18.0,9.0,11,dive on us die for us aren't you real really cool
Celestial Shore - Die For Us,Train,18.0,28.0,10.0,13,point your marble lies caramelize dust of a screen we'll still be there
Celestial Shore - Die For Us,Train,28.0,38.0,10.0,12,where are you floating floating your gaze is up in the ether
Celestial Shore - Die For Us,Train,38.0,47.0,9.0,8,patience glowing golden golden speakers speak for themselves
Celestial Shore - Die For Us,Train,47.0,56.0,9.0,4,three a m easily
Celestial Shore - Die For Us,Train,56.0,64.0,8.0,5,show me your ghost whisper
Celestial Shore - Die For Us,Train,64.0,75.0,11.0,6,trouble isn't that you're too jaded
Celestial Shore - Die For Us,Train,75.0,83.0,8.0,1,-
Celestial Shore - Die For Us,Train,83.0,90.0,7.0,1,-
Celestial Shore - Die For Us,Train,90.0,95.0,5.0,1,-
Celestial Shore - Die For Us,Train,95.0,104.0,9.0,11,walk the silver line lining aren't you sear be asleep bad
Celestial Shore - Die For Us,Train,104.0,112.0,8.0,9,ordinary living living is for the rag tickley boy
Celestial Shore - Die For Us,Train,112.0,123.0,11.0,4,three a m easily
Celestial Shore - Die For Us,Train,123.0,131.0,8.0,5,show me your ghost whisper
Celestial Shore - Die For Us,Train,131.0,138.0,7.0,5,trouble isn't that you're too
Celestial Shore - Die For Us,Train,138.0,146.0,8.0,2,too jaded
Celestial Shore - Die For Us,Train,146.0,155.0,9.0,1,-
Celestial Shore - Die For Us,Train,155.0,160.0,5.0,1,-
Celestial Shore - Die For Us,Train,160.0,168.0,8.0,1,-
Celestial Shore - Die For Us,Train,168.0,178.0,10.0,1,-
Celestial Shore - Die For Us,Train,178.0,184.0,6.0,1,-
Celestial Shore - Die For Us,Train,184.0,190.0,6.0,1,-
Celestial Shore - Die For Us,Train,190.0,198.0,8.0,1,-
Celestial Shore - Die For Us,Train,198.0,206.0,8.0,1,-
Celestial Shore - Die For Us,Train,206.0,215.0,9.0,1,-
Celestial Shore - Die For Us,Train,215.0,220.0,5.0,1,-
Celestial Shore - Die For Us,Train,220.0,228.0,8.0,1,-
Celestial Shore - Die For Us,Train,228.0,238.0,10.0,1,-
Celestial Shore - Die For Us,Train,238.0,244.0,6.0,1,-
Celestial Shore - Die For Us,Train,244.0,250.0,6.0,1,-
Celestial Shore - Die For Us,Train,250.0,258.0,8.0,1,-
Celestial Shore - Die For Us,Train,258.0,266.0,8.0,1,-
Celestial Shore - Die For Us,Train,266.0,275.0,9.0,1,-
Triviul - Angelsaint,Train,3.0,8.0,5.0,5,guess you got now glow
Triviul - Angelsaint,Train,8.0,15.0,7.0,5,guess you got no halo
Triviul - Angelsaint,Train,15.0,26.0,11.0,8,holy camio gone straight to feed the old
Triviul - Angelsaint,Train,26.0,30.0,4.0,6,only here for their light show
Triviul - Angelsaint,Train,30.0,38.0,8.0,4,and when she moves
Triviul - Angelsaint,Train,38.0,45.0,7.0,4,i'll move then too
Triviul - Angelsaint,Train,45.0,53.0,8.0,12,cause i'm a grave digger savior sinner nothing healthy to offer you
Triviul - Angelsaint,Train,61.0,71.0,10.0,13,how i walk away without you now i listen to you angle saint
Triviul - Angelsaint,Train,71.0,80.0,9.0,4,wouldn't you no poetry
Triviul - Angelsaint,Train,80.0,86.0,6.0,2,no philosophy
Triviul - Angelsaint,Train,86.0,92.0,6.0,2,no gariety
Triviul - Angelsaint,Train,93.0,99.0,6.0,4,draw me offend me
Triviul - Angelsaint,Train,99.0,103.0,4.0,5,cause it goes to furity
Triviul - Angelsaint,Train,103.0,107.0,4.0,3,and when she
Triviul - Angelsaint,Train,107.0,116.0,9.0,6,he breathes i'll breath then too
Triviul - Angelsaint,Train,116.0,125.0,9.0,13,oh cause i'm a grave digger savior sinner nothing healthy to offer you
Triviul - Angelsaint,Train,133.0,140.0,7.0,10,i'll walk away without you if you want me to
Triviul - Angelsaint,Train,153.0,160.0,7.0,1,-
Triviul - Angelsaint,Train,160.0,166.0,6.0,1,-
Triviul - Angelsaint,Train,166.0,171.0,5.0,1,-
Triviul - Angelsaint,Train,171.0,178.0,7.0,1,-
Triviul - Angelsaint,Train,193.0,201.0,8.0,12,cause i'm a grave digger savior sinner nothing healthy to offer you
Triviul - Angelsaint,Train,209.0,220.0,11.0,8,i'd lie to myself without you angle saint
Triviul - Angelsaint,Train,220.0,225.0,5.0,4,do i love you
North To Alaska - All The Same,Train,0.0,8.0,8.0,1,-
North To Alaska - All The Same,Train,8.0,13.0,5.0,1,-
North To Alaska - All The Same,Train,13.0,20.0,7.0,10,when the fire burns out and my hands feel numb
North To Alaska - All The Same,Train,20.0,26.0,6.0,11,cause of sense of space and time we're all still young
North To Alaska - All The Same,Train,26.0,34.0,8.0,12,we level up the silence it's not as hard as it sounds
North To Alaska - All The Same,Train,34.0,40.0,6.0,9,a picture perfect family yeah doubt is never around
North To Alaska - All The Same,Train,40.0,46.0,6.0,5,a doubt is never around
North To Alaska - All The Same,Train,47.0,57.0,10.0,1,-
North To Alaska - All The Same,Train,57.0,66.0,9.0,19,i stand my ground i'll take a bell if the years stand still won't put me in my place
North To Alaska - All The Same,Train,66.0,73.0,7.0,16,did you really think a change of pace would change this face or change this place
North To Alaska - All The Same,Train,73.0,80.0,7.0,1,-
North To Alaska - All The Same,Train,80.0,85.0,5.0,1,-
North To Alaska - All The Same,Train,85.0,91.0,6.0,1,-
North To Alaska - All The Same,Train,91.0,98.0,7.0,1,-
North To Alaska - All The Same,Train,98.0,106.0,8.0,10,when the water runs dry and i see your face
North To Alaska - All The Same,Train,106.0,113.0,7.0,13,your burns cover the smirk no one saw was so out of place
North To Alaska - All The Same,Train,113.0,119.0,6.0,12,i mask the smell of smoke eye i cover up my ears
North To Alaska - All The Same,Train,119.0,127.0,8.0,10,to only hear my breathing i wanna hear my breathing
North To Alaska - All The Same,Train,127.0,134.0,7.0,1,-
North To Alaska - All The Same,Train,134.0,143.0,9.0,1,-
North To Alaska - All The Same,Train,143.0,147.0,4.0,9,i stand my ground i'll take a bell if
North To Alaska - All The Same,Train,147.0,158.0,11.0,26,the years stand still won't put me in my place did you really think a change of pace would change this face or change this place
North To Alaska - All The Same,Train,158.0,165.0,7.0,1,-
North To Alaska - All The Same,Train,165.0,171.0,6.0,1,-
North To Alaska - All The Same,Train,171.0,177.0,6.0,1,-
North To Alaska - All The Same,Train,177.0,184.0,7.0,9,you never change yeah you just stay the same
North To Alaska - All The Same,Train,184.0,190.0,6.0,7,you never change yeah you just stay
North To Alaska - All The Same,Train,190.0,197.0,7.0,7,you never change cause you never try
North To Alaska - All The Same,Train,197.0,205.0,8.0,8,but that's alright just stay away from me
North To Alaska - All The Same,Train,207.0,214.0,7.0,6,you're all the same to me
North To Alaska - All The Same,Train,214.0,221.0,7.0,8,you're all the same you're all the same
North To Alaska - All The Same,Train,221.0,228.0,7.0,6,you're all the same to me
North To Alaska - All The Same,Train,228.0,236.0,8.0,8,you're all the same you're all the same
North To Alaska - All The Same,Train,236.0,242.0,6.0,1,-
Actions - One Minute Smile,Train,0.0,7.0,7.0,17,you hold my hand as you look around you kiss me quick i don't make sound you
Actions - One Minute Smile,Train,6.0,12.0,6.0,12,you look at me so you see right through me through me
Actions - One Minute Smile,Train,11.0,17.0,6.0,14,we walk in silence what's happen now one minute smile now it's only fraud
Actions - One Minute Smile,Train,17.0,22.0,5.0,10,i'm so confused once we were so strong so strong
Actions - One Minute Smile,Train,22.0,28.0,6.0,12,if this is not love it feels a lot like love you
Actions - One Minute Smile,Train,27.0,33.0,6.0,8,you double standards they always got me down
Actions - One Minute Smile,Train,33.0,43.0,10.0,16,i don't know where where we went wrong i just don't know i just don't know
Actions - One Minute Smile,Train,43.0,49.0,6.0,10,if it's not love it feels a lot like love
Actions - One Minute Smile,Train,49.0,57.0,8.0,8,a lot like love a lot like love
Actions - One Minute Smile,Train,57.0,64.0,7.0,14,we had turns like no other you can make me smile when i weep
Actions - One Minute Smile,Train,64.0,69.0,5.0,11,but my tears can drown out the laughter now oh now
Actions - One Minute Smile,Train,69.0,75.0,6.0,15,we talk until the sun rises you listen to all the same lies we speak
Actions - One Minute Smile,Train,74.0,80.0,6.0,9,we speak like there's no one else around around
Actions - One Minute Smile,Train,80.0,85.0,5.0,11,if this is not love it feels a lot like love
Actions - One Minute Smile,Train,85.0,90.0,5.0,8,you double standards they always got me down
Actions - One Minute Smile,Train,90.0,96.0,6.0,9,i don't know where where we went wrong i
Actions - One Minute Smile,Train,96.0,102.0,6.0,10,i just don't know i just don't know if it's
Actions - One Minute Smile,Train,101.0,106.0,5.0,10,if it's not love it feels a lot like love
Actions - One Minute Smile,Train,106.0,114.0,8.0,8,a lot like love a lot like love
Actions - One Minute Smile,Train,114.0,119.0,5.0,8,a lot like love i don't know where
Actions - One Minute Smile,Train,119.0,125.0,6.0,10,where we went wrong i just don't know now i
Actions - One Minute Smile,Train,124.0,135.0,11.0,5,now i just don't know
Actions - One Minute Smile,Train,135.0,139.0,4.0,7,a lot like love i don't know
Actions - One Minute Smile,Train,138.0,145.0,7.0,10,don't know but we will go i just don't know
Actions - One Minute Smile,Train,145.0,153.0,8.0,14,i just don't know if it's not love it feels a lot like love
Actions - One Minute Smile,Train,153.0,163.0,10.0,8,a lot like love a lot like love
The So So Glos - Emergency,Train,0.0,5.0,5.0,1,-
The So So Glos - Emergency,Train,5.0,10.0,5.0,6,marky lived in your old wheelchair
The So So Glos - Emergency,Train,11.0,15.0,4.0,9,across the street from the house where we grew
The So So Glos - Emergency,Train,16.0,21.0,5.0,6,and jesus lived on sylvia's island
The So So Glos - Emergency,Train,21.0,26.0,5.0,6,and georgy lived on riker's too
The So So Glos - Emergency,Train,27.0,33.0,6.0,11,and my baby she laid in front of the subway train
The So So Glos - Emergency,Train,33.0,38.0,5.0,4,i don't mind whatever
The So So Glos - Emergency,Train,38.0,48.0,10.0,14,i'm from land cause she rocked off on me i will never understand why
The So So Glos - Emergency,Train,49.0,54.0,5.0,7,y'all still went like some old fiend
The So So Glos - Emergency,Train,59.0,69.0,10.0,12,in my blue jeans i don't mind whatever i'm from whatever land
The So So Glos - Emergency,Train,68.0,72.0,4.0,6,just a road i'll find me
The So So Glos - Emergency,Train,72.0,79.0,7.0,12,cause i don't mind too much these days a e m t
The So So Glos - Emergency,Train,79.0,84.0,5.0,7,come rescue me this is an emergency
The So So Glos - Emergency,Train,88.0,92.0,4.0,4,this is an emergency
The So So Glos - Emergency,Train,96.0,100.0,4.0,4,this is an emergency
The So So Glos - Emergency,Train,103.0,108.0,5.0,7,we all lived in that old wheelchair
The So So Glos - Emergency,Train,108.0,112.0,4.0,7,across the street just across the street
The So So Glos - Emergency,Train,114.0,121.0,7.0,11,oh my baby she laid in front of a subway train
The So So Glos - Emergency,Train,127.0,133.0,6.0,11,a e m t this is an emergency i don't mind
The So So Glos - Emergency,Train,143.0,147.0,4.0,8,too much these days a e m t
The So So Glos - Emergency,Train,158.0,164.0,6.0,8,a e m t this is an emergency
Remember December - C U Next Time,Train,0.0,7.0,7.0,1,-
Remember December - C U Next Time,Train,7.0,12.0,5.0,1,-
Remember December - C U Next Time,Train,12.0,21.0,9.0,8,your obsession won't let go another pill for
Remember December - C U Next Time,Train,21.0,29.0,8.0,13,you to swallow i'm moving up and on i'm moving up and on
Remember December - C U Next Time,Train,29.0,37.0,8.0,8,while you're still singing the same old song
Remember December - C U Next Time,Train,37.0,44.0,7.0,15,just keep digging you sound so desperate you sound so desperate and give me the
Remember December - C U Next Time,Train,43.0,49.0,6.0,8,give me the shovel go crawling to rebend
Remember December - C U Next Time,Train,48.0,53.0,5.0,9,and if you want a war you've got one
Remember December - C U Next Time,Train,53.0,60.0,7.0,6,so i'll see you next time
Remember December - C U Next Time,Train,60.0,65.0,5.0,7,time is sinking on the front line
Remember December - C U Next Time,Train,65.0,74.0,9.0,8,so i guess i'll see you next time
Remember December - C U Next Time,Train,74.0,84.0,10.0,1,-
Remember December - C U Next Time,Train,84.0,91.0,7.0,8,addiction is a game of chance the drug
Remember December - C U Next Time,Train,91.0,97.0,6.0,5,always has the last laughter
Remember December - C U Next Time,Train,96.0,101.0,5.0,5,i'm moving up and on
Remember December - C U Next Time,Train,101.0,109.0,8.0,9,while you're still singing the same old song so
Remember December - C U Next Time,Train,109.0,115.0,6.0,11,keep d injecting you sound so desperate you sound so despera
Remember December - C U Next Time,Train,115.0,121.0,6.0,8,give me the needle go crawling to rebend
Remember December - C U Next Time,Train,120.0,125.0,5.0,9,and if you want a war you've got one
Remember December - C U Next Time,Train,125.0,132.0,7.0,6,so i'll see you next time
Remember December - C U Next Time,Train,132.0,137.0,5.0,7,time is sinking on the front line
Remember December - C U Next Time,Train,137.0,145.0,8.0,8,so i guess i'll see you next time
Remember December - C U Next Time,Train,145.0,151.0,6.0,12,hear the pressure's building up is this what you call love so
Remember December - C U Next Time,Train,151.0,157.0,6.0,12,hear the pressure's building up is this what you call love so
Remember December - C U Next Time,Train,157.0,163.0,6.0,12,hear the pressure's building up is this what you call love so
Remember December - C U Next Time,Train,163.0,169.0,6.0,5,here the pressure's building up
Remember December - C U Next Time,Train,169.0,179.0,10.0,14,if you want a war you've got one so i'll see you next time
Remember December - C U Next Time,Train,179.0,185.0,6.0,8,and time is sinking on the front line
Remember December - C U Next Time,Train,185.0,193.0,8.0,7,so i guess i'll see you next
Remember December - C U Next Time,Train,192.0,197.0,5.0,9,and if you want a war you've got one
Remember December - C U Next Time,Train,197.0,205.0,8.0,6,so i'll see you next time
Remember December - C U Next Time,Train,205.0,210.0,5.0,8,time is sinking on the front line so
Remember December - C U Next Time,Train,210.0,219.0,9.0,8,i guess i'll see you next time hehehehe
Remember December - C U Next Time,Train,220.0,226.0,6.0,1,-
Remember December - C U Next Time,Train,226.0,235.0,9.0,1,-
Cnoc An Tursa - Bannockburn,Train,0.0,10.0,10.0,1,-
Cnoc An Tursa - Bannockburn,Train,10.0,20.0,10.0,1,-
Cnoc An Tursa - Bannockburn,Train,20.0,30.0,10.0,1,-
Cnoc An Tursa - Bannockburn,Train,30.0,39.0,9.0,1,-
Cnoc An Tursa - Bannockburn,Train,39.0,48.0,9.0,18,unflinching foot against foot was set unceasing blow by blow was met the groans of those who fell
Cnoc An Tursa - Bannockburn,Train,48.0,59.0,11.0,13,were drowned amid the shriller clang that from the blades and harness rang
Cnoc An Tursa - Bannockburn,Train,59.0,64.0,5.0,5,and in the battle yell
Cnoc An Tursa - Bannockburn,Train,64.0,71.0,7.0,6,yet fast they fell unheard forgot
Cnoc An Tursa - Bannockburn,Train,71.0,78.0,7.0,6,both southern fierce and hardy scot
Cnoc An Tursa - Bannockburn,Train,78.0,88.0,10.0,1,-
Cnoc An Tursa - Bannockburn,Train,88.0,96.0,8.0,13,and oh amid that waste of life what various motives fired the strife
Cnoc An Tursa - Bannockburn,Train,95.0,102.0,7.0,12,the aspiring noble bled for fame the patriot for his country's claim
Cnoc An Tursa - Bannockburn,Train,102.0,112.0,10.0,1,-
Cnoc An Tursa - Bannockburn,Train,112.0,117.0,5.0,1,-
Cnoc An Tursa - Bannockburn,Train,117.0,126.0,9.0,2,bannock burn
Cnoc An Tursa - Bannockburn,Train,126.0,132.0,6.0,7,some fought from ruffian thirst of blood
Cnoc An Tursa - Bannockburn,Train,132.0,139.0,7.0,6,bannockburn from habit some or hardihood
Cnoc An Tursa - Bannockburn,Train,138.0,145.0,7.0,7,bannockburn but ruffian stern and soldier good
Cnoc An Tursa - Bannockburn,Train,144.0,151.0,7.0,6,bannockburn the noble and the slave
Cnoc An Tursa - Bannockburn,Train,151.0,162.0,11.0,1,-
Cnoc An Tursa - Bannockburn,Train,162.0,170.0,8.0,12,the aspiring noble bled for fame the patriot for his country's claim
Cnoc An Tursa - Bannockburn,Train,169.0,177.0,8.0,14,this knight his youthful strength to prove and that to win his lady's love
Cnoc An Tursa - Bannockburn,Train,177.0,186.0,9.0,1,-
Cnoc An Tursa - Bannockburn,Train,186.0,195.0,9.0,1,-
Cnoc An Tursa - Bannockburn,Train,195.0,200.0,5.0,1,-
Cnoc An Tursa - Bannockburn,Train,200.0,206.0,6.0,7,some fought from ruffian thirst of blood
Cnoc An Tursa - Bannockburn,Train,206.0,213.0,7.0,6,bannockburn from habit some or hardihood
Cnoc An Tursa - Bannockburn,Train,212.0,219.0,7.0,7,bannockburn but ruffian stern and soldier good
Cnoc An Tursa - Bannockburn,Train,218.0,226.0,8.0,6,bannockburn the noble and the slave
Cnoc An Tursa - Bannockburn,Train,226.0,236.0,10.0,1,-
Cnoc An Tursa - Bannockburn,Train,236.0,246.0,10.0,1,-
Cnoc An Tursa - Bannockburn,Train,246.0,252.0,6.0,1,-
Cnoc An Tursa - Bannockburn,Train,252.0,258.0,6.0,7,from various cause the same wild road
Cnoc An Tursa - Bannockburn,Train,258.0,265.0,7.0,6,on the same bloody morning trode
Cnoc An Tursa - Bannockburn,Train,265.0,276.0,11.0,10,to that dark inn the grave the grave the grave
Cnoc An Tursa - Bannockburn,Train,276.0,286.0,10.0,1,-
Cnoc An Tursa - Bannockburn,Train,286.0,294.0,8.0,1,-
Alexander Ross - Goodbye Bolero,Train,0.0,9.0,9.0,1,-
Alexander Ross - Goodbye Bolero,Train,9.0,17.0,8.0,8,red gold curls are splashed across my pillowcase
Alexander Ross - Goodbye Bolero,Train,17.0,23.0,6.0,6,like flower petals on an anniversary
Alexander Ross - Goodbye Bolero,Train,22.0,28.0,6.0,9,a pretty smile is slashed across her pretty face
Alexander Ross - Goodbye Bolero,Train,28.0,35.0,7.0,11,that says i don't know that this guy don't deserve me
Alexander Ross - Goodbye Bolero,Train,34.0,41.0,7.0,8,tiny white hands are searching for a heartbeat
Alexander Ross - Goodbye Bolero,Train,41.0,46.0,5.0,5,in my sallow sunken chest
Alexander Ross - Goodbye Bolero,Train,46.0,52.0,6.0,8,outside snow is falling in the dark streets
Alexander Ross - Goodbye Bolero,Train,52.0,58.0,6.0,8,and i can't seem to get no rest
Alexander Ross - Goodbye Bolero,Train,58.0,63.0,5.0,3,i can't sleep
Alexander Ross - Goodbye Bolero,Train,63.0,69.0,6.0,5,no i can't barely breathe
Alexander Ross - Goodbye Bolero,Train,69.0,76.0,7.0,8,so goodbye to bolero my sentimental friend i
Alexander Ross - Goodbye Bolero,Train,75.0,81.0,6.0,12,i don't know when i will drop the needle on you again
Alexander Ross - Goodbye Bolero,Train,81.0,87.0,6.0,10,no more dancing in my bedroom your horns and violins
Alexander Ross - Goodbye Bolero,Train,86.0,94.0,8.0,14,though your drums beat on inside my chest keeping time with all my sins
Alexander Ross - Goodbye Bolero,Train,94.0,100.0,6.0,1,-
Alexander Ross - Goodbye Bolero,Train,100.0,108.0,8.0,1,-
Alexander Ross - Goodbye Bolero,Train,108.0,116.0,8.0,7,like a celtic catalina she is dancing
Alexander Ross - Goodbye Bolero,Train,116.0,122.0,6.0,7,across the dusty floorboards of my memory
Alexander Ross - Goodbye Bolero,Train,121.0,127.0,6.0,7,like a scarlet proserpina she is planting
Alexander Ross - Goodbye Bolero,Train,127.0,135.0,8.0,9,funerary flowers in all the holes inside of me
Alexander Ross - Goodbye Bolero,Train,135.0,140.0,5.0,7,her hips are swaying in the moonlight
Alexander Ross - Goodbye Bolero,Train,140.0,145.0,5.0,6,behind my eyelids in the dark
Alexander Ross - Goodbye Bolero,Train,145.0,151.0,6.0,7,i follow her braying in the lamplight
Alexander Ross - Goodbye Bolero,Train,151.0,158.0,7.0,7,over the creek and through the park
Alexander Ross - Goodbye Bolero,Train,158.0,164.0,6.0,6,and just like that she's gone
Alexander Ross - Goodbye Bolero,Train,164.0,169.0,5.0,4,it's over she's gone
Alexander Ross - Goodbye Bolero,Train,169.0,176.0,7.0,8,so goodbye to bolero my sentimental friend i
Alexander Ross - Goodbye Bolero,Train,175.0,181.0,6.0,12,i don't know when i will drop the needle on you again
Alexander Ross - Goodbye Bolero,Train,181.0,187.0,6.0,10,no more dancing in my bedroom your horns and violins
Alexander Ross - Goodbye Bolero,Train,187.0,195.0,8.0,14,though your drums beat on inside my chest keeping time with all my sins
Alexander Ross - Goodbye Bolero,Train,195.0,205.0,10.0,1,-
Alexander Ross - Goodbye Bolero,Train,205.0,215.0,10.0,1,-
Alexander Ross - Goodbye Bolero,Train,215.0,222.0,7.0,1,-
Alexander Ross - Goodbye Bolero,Train,222.0,230.0,8.0,1,-
Alexander Ross - Goodbye Bolero,Train,230.0,239.0,9.0,1,-
Alexander Ross - Goodbye Bolero,Train,239.0,244.0,5.0,1,-
Alexander Ross - Goodbye Bolero,Train,244.0,250.0,6.0,1,-
Alexander Ross - Goodbye Bolero,Train,250.0,257.0,7.0,1,-
Alexander Ross - Goodbye Bolero,Train,257.0,264.0,7.0,7,so goodbye to bolero my sentimental friend
Alexander Ross - Goodbye Bolero,Train,264.0,270.0,6.0,13,i don't know when i will drop the needle on you again no
Alexander Ross - Goodbye Bolero,Train,269.0,276.0,7.0,12,no more dancing in my bedroom your horns and violins though your
Alexander Ross - Goodbye Bolero,Train,275.0,283.0,8.0,14,though your drums beat on inside my chest keeping time with all my sins
Alexander Ross - Goodbye Bolero,Train,283.0,290.0,7.0,1,-
Alexander Ross - Goodbye Bolero,Train,290.0,299.0,9.0,1,-
Alexander Ross - Goodbye Bolero,Train,299.0,304.0,5.0,1,-
Alexander Ross - Goodbye Bolero,Train,304.0,310.0,6.0,1,-
Alexander Ross - Goodbye Bolero,Train,310.0,317.0,7.0,1,-
Alexander Ross - Goodbye Bolero,Train,317.0,322.0,5.0,1,-
Alexander Ross - Goodbye Bolero,Train,322.0,330.0,8.0,1,-
Alexander Ross - Goodbye Bolero,Train,330.0,341.0,11.0,1,-
Alexander Ross - Goodbye Bolero,Train,341.0,347.0,6.0,1,-
Alexander Ross - Goodbye Bolero,Train,347.0,355.0,8.0,1,-
Alexander Ross - Goodbye Bolero,Train,355.0,362.0,7.0,1,-
Alexander Ross - Goodbye Bolero,Train,362.0,369.0,7.0,1,-
Alexander Ross - Goodbye Bolero,Train,369.0,379.0,10.0,1,-
