Song,Start,End,Duration,Lyric,Prediction,Lyric_clean,Prediction_clean,WER,CER,Words
Lushlife - Toynbee Suite,96.0,100.0,4.0,begged and i tried and they had me choked up murder every journalist," I'm not trying to have you choked up murder, murder, murder, lit",begged and i tried and they had me choked up murder every journalist,im not trying to have you choked up murder murder murder lit,0.8461538461538461,0.5294117647058824,13
Lushlife - Toynbee Suite,100.0,109.0,9.0,they won't hear a word of it tell 'em what i could see in the asphalt they heard of it why david mamet don't lie you deserving it spitting truth in the cracks of the, They won't ever heard of it tell them what I can say You let ass fool they heard of it Why they been making don't lie You deserve it it's been interesting the cracks is it,they wont hear a word of it tell em what i could see in the asphalt they heard of it why david mamet dont lie you deserving it spitting truth in the cracks of the,they wont ever heard of it tell them what i can say you let ass fool they heard of it why they been making dont lie you deserve it its been interesting the cracks is it,0.5428571428571428,0.3888888888888889,35
Lushlife - Toynbee Suite,109.0,118.0,9.0,asphalt they heard of it murder every journalist they won't hear a word of it tell 'em what i could see in the asphalt they heard of it why david mamet, Asphalt they heard of it Murder every journalist They won't hear a word of it Tell them what I can see And the Asphalt they heard of it Why David Mammon,asphalt they heard of it murder every journalist they wont hear a word of it tell em what i could see in the asphalt they heard of it why david mamet,asphalt they heard of it murder every journalist they wont hear a word of it tell them what i can see and the asphalt they heard of it why david mammon,0.12903225806451613,0.0738255033557047,31
Lushlife - Toynbee Suite,118.0,126.0,8.0,don't lie you deserving it spitting truth in the cracks of the asphalt they heard of it," Don't lie, you deserve it, it's been interesting The cracks of the asphalt, they heard of it",dont lie you deserving it spitting truth in the cracks of the asphalt they heard of it,dont lie you deserve it its been interesting the cracks of the asphalt they heard of it,0.23529411764705882,0.20930232558139536,17
Lushlife - Toynbee Suite,175.0,183.0,8.0,set trips in visual clips several fist along scripts this monolith in blur tap matter format shattered the attic swells all parallel data lost, Deep set trips invisible clips several fists are launched rips a smile left and blurred Tap matter for mass shot at the hattest well a parallel dead a lost,set trips in visual clips several fist along scripts this monolith in blur tap matter format shattered the attic swells all parallel data lost,deep set trips invisible clips several fists are launched rips a smile left and blurred tap matter for mass shot at the hattest well a parallel dead a lost,0.875,0.4014084507042254,24
Lushlife - Toynbee Suite,183.0,193.0,10.0,this black orbit flushed dust settle on plan zee your planet is stumped in a trance to cause puppets to run amuck controlling terror in an era that's pushed back steps through the mirror while reality cracks shift," This black oil is flush Don't settle on plans, he'll get planned and scum And the transcoast poppups to burn them up Don't hold the terror and they never ask for a spare Steps through the marijuana reality, trash shit",this black orbit flushed dust settle on plan zee your planet is stumped in a trance to cause puppets to run amuck controlling terror in an era thats pushed back steps through the mirror while reality cracks shift,this black oil is flush dont settle on plans hell get planned and scum and the transcoast poppups to burn them up dont hold the terror and they never ask for a spare steps through the marijuana reality trash shit,0.8157894736842105,0.4481132075471698,38
Lushlife - Toynbee Suite,193.0,198.0,5.0,hate to pretend surrender time and again the possibilities insist it's never an end," Take the potenti, surrender time and again The possibility is since it's never end",hate to pretend surrender time and again the possibilities insist its never an end,take the potenti surrender time and again the possibility is since its never end,0.5,0.23170731707317074,14
Lushlife - Toynbee Suite,198.0,209.0,11.0,dream seems to be shattered from jump your looking at me i'm looking at you do we need to agree memory banks flooded gut human condition all premonition is lost here but nobody listens nobody listens," Dream seems to be sad if I'm drunk You're looking at me, I'm looking at you Do we eat the wakri? Memory banks, flood it out You make a condition, our prime ammunition is all said But nobody listens Nobody listens",dream seems to be shattered from jump your looking at me im looking at you do we need to agree memory banks flooded gut human condition all premonition is lost here but nobody listens nobody listens,dream seems to be sad if im drunk youre looking at me im looking at you do we eat the wakri memory banks flood it out you make a condition our prime ammunition is all said but nobody listens nobody listens,0.5277777777777778,0.25757575757575757,36
Lushlife - Toynbee Suite,222.0,231.0,9.0,if you watch then the words just come alive and the dream feel real in a lullaby why i'm spending my life telling them otherwise if she dies then i'm live," Deep, stop, deep",if you watch then the words just come alive and the dream feel real in a lullaby why im spending my life telling them otherwise if she dies then im live,deep stop deep,1.0,0.9276315789473685,31
Lushlife - Toynbee Suite,231.0,240.0,9.0,on the other side so i drive all night just to tell 'em maybe if they see it then the world won't dead 'em ghosts in they heads and they just won't listen so i'm back on the block in the 'lac with a mission,,on the other side so i drive all night just to tell em maybe if they see it then the world wont dead em ghosts in they heads and they just wont listen so im back on the block in the lac with a mission,,1.0,1.0,45
Lushlife - Toynbee Suite,240.0,248.0,8.0,i'm a spit a shortwave transmission interrupting the hellions on the television floss when they living lost in the myriad lies of politicians lost in the prism,,im a spit a shortwave transmission interrupting the hellions on the television floss when they living lost in the myriad lies of politicians lost in the prism,,1.0,1.0,27
Lushlife - Toynbee Suite,248.0,256.0,8.0,all i really want is birds in the junipers if the world don't stop from the lucifers i'll be happy that they live in the universe eternally yours waiting here for jupiter,,all i really want is birds in the junipers if the world dont stop from the lucifers ill be happy that they live in the universe eternally yours waiting here for jupiter,,1.0,1.0,32
Lushlife - Toynbee Suite,266.0,275.0,9.0,plus back home i never answer the phone i'm all alone south philly hellion thugs like a terrordome never known sleep with the birds until they send me home,,plus back home i never answer the phone im all alone south philly hellion thugs like a terrordome never known sleep with the birds until they send me home,,1.0,1.0,29
Lushlife - Toynbee Suite,275.0,281.0,6.0,knight ridder nightmare nighttimes i'm dead and gone with all the lights out the birds is chirping i'm steady working my," Black man, anytime I'm a dead and go With all the lights out The birds are serving up the market",knight ridder nightmare nighttimes im dead and gone with all the lights out the birds is chirping im steady working my,black man anytime im a dead and go with all the lights out the birds are serving up the market,0.5714285714285714,0.4406779661016949,21
Lushlife - Toynbee Suite,281.0,291.0,10.0,life out that's that accordion humming before the night's out 'cause when they send 'em to get me they read my rights out black then it's lights out secure the blast door or flee the country with,,life out thats that accordion humming before the nights out cause when they send em to get me they read my rights out black then its lights out secure the blast door or flee the country with,,1.0,1.0,37
Lushlife - Toynbee Suite,291.0,301.0,10.0,money and just a passport the grinning man is just spinning inside the task force so i don't want to be asking him what the mask for that's what the last bol this ain't bradbury,,money and just a passport the grinning man is just spinning inside the task force so i dont want to be asking him what the mask for thats what the last bol this aint bradbury,,1.0,1.0,35
Lushlife - Toynbee Suite,301.0,310.0,9.0,this ain't roddenberry it's just a matter of fact this isn't monetary the monastery is a hellion cult that's out to get me out to wet me with a million volts and," The same rotten berries, this just a matter of fact, this is a monetary But I'm not sure if you really have to let this out, get me out to wet me with the milling It bolts it",this aint roddenberry its just a matter of fact this isnt monetary the monastery is a hellion cult thats out to get me out to wet me with a million volts and,the same rotten berries this just a matter of fact this is a monetary but im not sure if you really have to let this out get me out to wet me with the milling it bolts it,0.71875,0.3885350318471338,32
Lushlife - Toynbee Suite,352.0,361.0,9.0,santiago chile to new york city or back to philly i'm working on a scheme a dream for the millions phenomenon that i seen,,santiago chile to new york city or back to philly im working on a scheme a dream for the millions phenomenon that i seen,,1.0,1.0,24
Lushlife - Toynbee Suite,361.0,365.0,4.0,about the hellions ideology scream phoenix and they just tell me i'm,,about the hellions ideology scream phoenix and they just tell me im,,1.0,1.0,12
Lushlife - Toynbee Suite,365.0,371.0,6.0,all lost in cinema instead of writing my senators i'm inventing a new way of telling them how they ended up lost in the,,all lost in cinema instead of writing my senators im inventing a new way of telling them how they ended up lost in the,,1.0,1.0,24
Lushlife - Toynbee Suite,371.0,376.0,5.0,newspapers too late for sending up i don't want to be hit by the union goons they sending up," I'm gonna be hit by the Union Goons, they're sending up",newspapers too late for sending up i dont want to be hit by the union goons they sending up,im gonna be hit by the union goons theyre sending up,0.5789473684210527,0.5054945054945055,19
Lushlife - Toynbee Suite,482.0,493.0,11.0,back to life again back up on the corner spot either on the block back on the mic again ghost in your soul still just a likening still feel," Back to life again, back up on the corner spot Either on the black back on the mic again Go sing your song still just to like it in Still feel-",back to life again back up on the corner spot either on the block back on the mic again ghost in your soul still just a likening still feel,back to life again back up on the corner spot either on the black back on the mic again go sing your song still just to like it in still feel,0.27586206896551724,0.1079136690647482,29
Lushlife - Toynbee Suite,493.0,502.0,9.0,the world in my face and it's still frightening lush vida supreme where jupiter was still a dream in a gas giant last of the ibrahims last of the," The world in my face and it's still frightening it Lush, read a supreme, what Jupiter was still a dream in the gas giant Glass of the Ibrahim's, glass to the f-",the world in my face and its still frightening lush vida supreme where jupiter was still a dream in a gas giant last of the ibrahims last of the,the world in my face and its still frightening it lush read a supreme what jupiter was still a dream in the gas giant glass of the ibrahims glass to the f,0.3103448275862069,0.14583333333333334,29
Lushlife - Toynbee Suite,502.0,511.0,9.0,philistines everybody still alive ghost in the kerosene celebrate the eloheim whatever you wanted i gave it to you readily my head, Philistines everybody still alive ghosts in the caracy celebrate the Elohim Whatever you wanted I came to you right,philistines everybody still alive ghost in the kerosene celebrate the eloheim whatever you wanted i gave it to you readily my head,philistines everybody still alive ghosts in the caracy celebrate the elohim whatever you wanted i came to you right,0.36363636363636365,0.2,22
Lushlife - Toynbee Suite,510.0,520.0,10.0,my head is full of ghosts science is ahead of me melody in the atoms vibrating and they telling me it's still possible but i'm tired the drive dead in me, My head is full of gold signs It's ahead of me melody And the animals vibrating And they telling me it's still possible But I'm tired to drive that in me,my head is full of ghosts science is ahead of me melody in the atoms vibrating and they telling me its still possible but im tired the drive dead in me,my head is full of gold signs its ahead of me melody and the animals vibrating and they telling me its still possible but im tired to drive that in me,0.22580645161290322,0.13245033112582782,31
Lushlife - Toynbee Suite,519.0,530.0,11.0,me resurrect the legacy and i'm a be there my sister gone be there my mother gone be there the birds gonna be there the birds gonna be there the birds gonna be there," I'm gonna be there, my sister gonna be there My mother gonna be there, the bird's gonna be there The bird's gonna be there, the bird's gonna be there",me resurrect the legacy and im a be there my sister gone be there my mother gone be there the birds gonna be there the birds gonna be there the birds gonna be there,im gonna be there my sister gonna be there my mother gonna be there the birds gonna be there the birds gonna be there the birds gonna be there,0.23529411764705882,0.1951219512195122,34
Matthew Entwistle - Dont You Ever,29.0,33.0,4.0,we maybe all, We will be young,we maybe all,we will be young,1.0,0.8333333333333334,3
Matthew Entwistle - Dont You Ever,33.0,39.0,6.0,got lives to live till we're done," God lives to win, done.",got lives to live till were done,god lives to win done,0.5714285714285714,0.4375,7
Matthew Entwistle - Dont You Ever,38.0,44.0,6.0,some things won't go my way, Some things won't go my way,some things wont go my way,some things wont go my way,0.0,0.0,6
Matthew Entwistle - Dont You Ever,44.0,49.0,5.0,i know this but i pray," I know this, but I pray",i know this but i pray,i know this but i pray,0.0,0.0,6
Matthew Entwistle - Dont You Ever,51.0,57.0,6.0,bag you won't be far, That you won't be so,bag you wont be far,that you wont be so,0.4,0.3157894736842105,5
Matthew Entwistle - Dont You Ever,57.0,63.0,6.0,cause you've stolen my heart, Cause you stole it my heart,cause youve stolen my heart,cause you stole it my heart,0.6,0.18518518518518517,5
Matthew Entwistle - Dont You Ever,62.0,67.0,5.0,you may take advantage of me, You may take advantage of me.,you may take advantage of me,you may take advantage of me,0.0,0.0,6
Matthew Entwistle - Dont You Ever,67.0,72.0,5.0,but don't you ever hurt me, But don't you ever argue?,but dont you ever hurt me,but dont you ever argue,0.3333333333333333,0.2,6
Matthew Entwistle - Dont You Ever,72.0,81.0,9.0,don't think i'm someone you can figure out cause i feel so very conflicted, Don't think I'm someone you can fade around Cause I feel so very conflicted,dont think im someone you can figure out cause i feel so very conflicted,dont think im someone you can fade around cause i feel so very conflicted,0.14285714285714285,0.1111111111111111,14
Matthew Entwistle - Dont You Ever,81.0,89.0,8.0,but in fact i really love you though it doesn't always show," But in fact, I really love you Though it doesn't always show",but in fact i really love you though it doesnt always show,but in fact i really love you though it doesnt always show,0.0,0.0,12
Matthew Entwistle - Dont You Ever,89.0,98.0,9.0,so we maybe all got lives to live till we're done," So we, maybe young, got lives to live till when done.",so we maybe all got lives to live till were done,so we maybe young got lives to live till when done,0.18181818181818182,0.16666666666666666,11
Matthew Entwistle - Dont You Ever,98.0,108.0,10.0,you may take advantage of me baby but don't you ever hurt me, You may take advantage of me baby But don't you ever hurt me,you may take advantage of me baby but dont you ever hurt me,you may take advantage of me baby but dont you ever hurt me,0.0,0.0,13
Meaxic - You Listen,36.0,44.0,8.0,how do you never hear me but break my fall, How do you never hear me but break my phone?,how do you never hear me but break my fall,how do you never hear me but break my phone,0.1,0.11904761904761904,10
Meaxic - You Listen,44.0,50.0,6.0,despite all the signs that stay in me, To spite all the signs that stain me.,despite all the signs that stay in me,to spite all the signs that stain me,0.5,0.13513513513513514,8
Meaxic - You Listen,50.0,54.0,4.0,you absolve, You are the home,you absolve,you are the home,1.5,0.9090909090909091,2
Meaxic - You Listen,54.0,60.0,6.0,you don't even know me what i'm about, It's only the know me one of the fows,you dont even know me what im about,its only the know me one of the fows,0.875,0.6285714285714286,8
Meaxic - You Listen,60.0,65.0,5.0,but you treat me with purity, But you treat me with purity,but you treat me with purity,but you treat me with purity,0.0,0.0,6
Meaxic - You Listen,64.0,74.0,10.0,with no insecurity your truth reveals," We know insecurity, you're truth revealed",with no insecurity your truth reveals,we know insecurity youre truth revealed,0.6666666666666666,0.21621621621621623,6
Meaxic - You Listen,82.0,90.0,8.0,why do you accept, Why do you expect me?,why do you accept,why do you expect me,0.5,0.4117647058823529,4
Meaxic - You Listen,90.0,100.0,10.0,while so many others reject, So many others returns,while so many others reject,so many others returns,0.4,0.4074074074074074,5
Meaxic - You Listen,100.0,107.0,7.0,or do you just yield to anyone," Oh, do you just yield to anyone?",or do you just yield to anyone,oh do you just yield to anyone,0.14285714285714285,0.03333333333333333,7
Meaxic - You Listen,123.0,132.0,9.0,i try to derive the meaning of your insights, I tried to arrive the meaning of your insights,i try to derive the meaning of your insights,i tried to arrive the meaning of your insights,0.2222222222222222,0.11363636363636363,9
Meaxic - You Listen,132.0,140.0,8.0,but nothing denies the feeling that you agnize," Put nothing to noise, the feeling that you ignite",but nothing denies the feeling that you agnize,put nothing to noise the feeling that you ignite,0.5,0.1956521739130435,8
Meaxic - You Listen,140.0,150.0,10.0,melody flows so easily and perfectly explains, Melody falls so easily and perfectly explains,melody flows so easily and perfectly explains,melody falls so easily and perfectly explains,0.14285714285714285,0.06666666666666667,7
Meaxic - You Listen,150.0,158.0,8.0,the fire you lit inside my soul but, The fire you lit inside my soul,the fire you lit inside my soul but,the fire you lit inside my soul,0.125,0.11428571428571428,8
Meaxic - You Listen,157.0,163.0,6.0,but you never know you never know," You never know, you never know",but you never know you never know,you never know you never know,0.14285714285714285,0.12121212121212122,7
Meaxic - You Listen,163.0,173.0,10.0,you never know know know," You never know, no, no, no",you never know know know,you never know no no no,0.6,0.25,5
Meaxic - You Listen,210.0,216.0,6.0,guess you never know the strength, Guess you'll never know the strength,guess you never know the strength,guess youll never know the strength,0.16666666666666666,0.06060606060606061,6
Meaxic - You Listen,216.0,224.0,8.0,never know the insanity you'll never know the, You'll never know the insanity. You'll never know the...,never know the insanity youll never know the,youll never know the insanity youll never know the,0.125,0.13636363636363635,8
Meaxic - You Listen,223.0,228.0,5.0,the wonder you define, But wonder you too far,the wonder you define,but wonder you too far,0.75,0.47619047619047616,4
Meaxic - You Listen,230.0,237.0,7.0,guess you never know the way you save me, Guess you'll never know the way you save me,guess you never know the way you save me,guess youll never know the way you save me,0.1111111111111111,0.05,9
Meaxic - You Listen,237.0,241.0,4.0,maybe another time another place," Maybe, but now the job would never fade",maybe another time another place,maybe but now the job would never fade,1.4,0.6875,5
Meaxic - You Listen,241.0,246.0,5.0,and the words will all can only do, Everywhere to run can only do,and the words will all can only do,everywhere to run can only do,0.625,0.5294117647058824,8
Meaxic - You Listen,246.0,257.0,11.0,so much, so far Rahahaha,so much,so far rahahaha,1.0,1.5714285714285714,2
Meaxic - You Listen,256.0,261.0,5.0,you listen,,you listen,,1.0,1.0,2
Meaxic - You Listen,298.0,305.0,7.0,maybe in another time our energies will intertwine and you feel every single note i," Maybe in another time or energy The waves are swiping You'll feel everything Oh no, like",maybe in another time our energies will intertwine and you feel every single note i,maybe in another time or energy the waves are swiping youll feel everything oh no like,0.7333333333333333,0.3855421686746988,15
Music Delta - 80s Rock,1.0,5.0,4.0,now you're at my door, Now you're at my door,now youre at my door,now youre at my door,0.0,0.0,5
Music Delta - 80s Rock,5.0,10.0,5.0,and i know you're still unsure, And I know you're still unsure,and i know youre still unsure,and i know youre still unsure,0.0,0.0,6
Music Delta - 80s Rock,10.0,19.0,9.0,but i'll hold you so tight let's make this last if just tonight, But I'll hold you so tight Let's make this life just tonight,but ill hold you so tight lets make this last if just tonight,but ill hold you so tight lets make this life just tonight,0.15384615384615385,0.08196721311475409,13
Music Delta - 80s Rock,19.0,27.0,8.0,here tonight i'm here you're here, Here tonight I'm with your ear,here tonight im here youre here,here tonight im with your ear,0.5,0.25806451612903225,6
Music Delta - 80s Rock,27.0,36.0,9.0,we're here tonight tonight oh, We're here tonight tonight,were here tonight tonight oh,were here tonight tonight,0.2,0.10714285714285714,5
Music Delta - Beatles,0.0,4.0,4.0,i've been looking everywhere, You're the one who can ever win,ive been looking everywhere,youre the one who can ever win,1.75,0.7407407407407407,4
Music Delta - Beatles,4.0,14.0,10.0,without a worry and without a care you know that all i have i will i will share with you, ...slowly and with a little true invitation All that I have Wildman,without a worry and without a care you know that all i have i will i will share with you,slowly and with a little true invitation all that i have wildman,0.8,0.625,20
Music Delta - Beatles,14.0,21.0,7.0,oh it's true i've been looking everywhere, Oh it's true I've been looking everywhere,oh its true ive been looking everywhere,oh its true ive been looking everywhere,0.0,0.0,7
Music Delta - Beatles,21.0,29.0,8.0,without a worry and without a care you know that all that i have, With sound of worry and without a scare you know that all that I have,without a worry and without a care you know that all that i have,with sound of worry and without a scare you know that all that i have,0.2857142857142857,0.109375,14
Music Delta - Beatles,28.0,36.0,8.0,i will share with you with you, I wish I were with you With you,i will share with you with you,i wish i were with you with you,0.42857142857142855,0.2,7
Music Delta - Britpop,0.0,5.0,5.0,woke up today so much to say, We're about to die so much to say,woke up today so much to say,were about to die so much to say,0.5714285714285714,0.32142857142857145,7
Music Delta - Britpop,5.0,10.0,5.0,berried on a feeling's hiding and revealing what," Buried on a field, hiding in a field",berried on a feelings hiding and revealing what,buried on a field hiding in a field,0.625,0.46808510638297873,8
Music Delta - Britpop,10.0,14.0,4.0,would any figure my heart's gotten bigger," It's take your life, hearts come bigger",would any figure my hearts gotten bigger,its take your life hearts come bigger,0.7142857142857143,0.5,7
Music Delta - Britpop,14.0,18.0,4.0,it can be a challenge carving out the balance, It can be a challenge Swarming of the balance,it can be a challenge carving out the balance,it can be a challenge swarming of the balance,0.2222222222222222,0.1111111111111111,9
Music Delta - Britpop,18.0,23.0,5.0,look at me you can see," Look at me, you can see",look at me you can see,look at me you can see,0.0,0.0,6
Music Delta - Britpop,23.0,32.0,9.0,what i need it's not there i know why i must try," One, I need, it's not there I know I, I must try",what i need its not there i know why i must try,one i need its not there i know i i must try,0.16666666666666666,0.14893617021276595,12
Music Delta - Britpop,32.0,36.0,4.0,do or die it's my time, To or die It's my time,do or die its my time,to or die its my time,0.16666666666666666,0.047619047619047616,6
Music Delta - Country1,0.0,5.0,5.0,it was another lonely night spent," It wasn't over lonely night, spent",it was another lonely night spent,it wasnt over lonely night spent,0.3333333333333333,0.15151515151515152,6
Music Delta - Country1,4.0,14.0,10.0,spent following the moon's guardian light looking for something or someone to occupy my time, Spend a followin' in the moon's garden Light the gun for somethin' for someone To occupy my time,spent following the moons guardian light looking for something or someone to occupy my time,spend a followin in the moons garden light the gun for somethin for someone to occupy my time,0.6,0.1978021978021978,15
Music Delta - Country1,18.0,22.0,4.0,and though you didn't want to believe, Though you didn't want to believe,and though you didnt want to believe,though you didnt want to believe,0.14285714285714285,0.1111111111111111,7
Music Delta - Country1,22.0,31.0,9.0,i swore it someday i'd convince you to leave guess i'm a man of my word despite what you might have heard about me," I swear, this Sunday I'd convince you to leave You're someone man of my word to spy what you might have heard about me",i swore it someday id convince you to leave guess im a man of my word despite what you might have heard about me,i swear this sunday id convince you to leave youre someone man of my word to spy what you might have heard about me,0.3333333333333333,0.22321428571428573,24
Music Delta - Country2,0.0,8.0,8.0,when i wake up in the morning each day i give thanks to a certain man above and say, I wake up in the morning each day I get thanks to certain pan-above and say,when i wake up in the morning each day i give thanks to a certain man above and say,i wake up in the morning each day i get thanks to certain panabove and say,0.2631578947368421,0.14457831325301204,19
Music Delta - Country2,8.0,17.0,9.0,i love you and worship our splendor so thanks for for being me friend, I love you and worship your splendor. So thanks Lord for being my friend.,i love you and worship our splendor so thanks for for being me friend,i love you and worship your splendor so thanks lord for being my friend,0.21428571428571427,0.057971014492753624,14
Music Delta - Disco,3.0,12.0,9.0,oh yeah i wanna get a baby oh yeah oh yeah i wanna be a girl," Oh yeah, I wanna get up there and tell I wanna get up there, I wanna be a girl",oh yeah i wanna get a baby oh yeah oh yeah i wanna be a girl,oh yeah i wanna get up there and tell i wanna get up there i wanna be a girl,0.5625,0.5,16
Music Delta - Disco,12.0,19.0,7.0,cause i wanna have it inside and create a life oh yeah oh yeah, Jed let's play Yeah,cause i wanna have it inside and create a life oh yeah oh yeah,jed lets play yeah,0.9285714285714286,0.7903225806451613,14
Music Delta - Disco,19.0,23.0,4.0,inside of me all the time, And turn up me all the time,inside of me all the time,and turn up me all the time,0.5,0.36,6
Music Delta - Disco,32.0,40.0,8.0,come on come on come on baby so you can feed them oh yeah," Can't look for you, baby, yeah But you can't tell them, oh, yeah",come on come on come on baby so you can feed them oh yeah,cant look for you baby yeah but you cant tell them oh yeah,0.7142857142857143,0.49122807017543857,14
Music Delta - Disco,62.0,66.0,4.0,oh yeah baby inside on me yeah," I get broke in my side, I'll leave you there",oh yeah baby inside on me yeah,i get broke in my side ill leave you there,1.4285714285714286,0.9,7
Music Delta - Disco,75.0,80.0,5.0,i can feel it now i can feel it now oh yeah," Feel now, feel now, oh yeah",i can feel it now i can feel it now oh yeah,feel now feel now oh yeah,0.5,0.4186046511627907,12
Music Delta - Disco,95.0,99.0,4.0,so on and on oh yeah," So on and on, oh yeah",so on and on oh yeah,so on and on oh yeah,0.0,0.0,6
Music Delta - Gospel,0.0,8.0,8.0,jesus save my soul oh lord oh jesus save my soul oh lord," Jesus, say my soul out. Oh Jesus, say my soul out.",jesus save my soul oh lord oh jesus save my soul oh lord,jesus say my soul out oh jesus say my soul out,0.46153846153846156,0.2857142857142857,13
Music Delta - Gospel,9.0,20.0,11.0,i was in the devil's grasp but he has brought be back now there's a fire," I was in the devil's grasp, but he has brought me back now there's a fire",i was in the devils grasp but he has brought be back now theres a fire,i was in the devils grasp but he has brought me back now theres a fire,0.0625,0.014285714285714285,16
Music Delta - Gospel,20.0,30.0,10.0,in my soul so will never be apart oh jesus save my soul oh lord," In my soul, so will Never be apart, oh, Jesus Say my soul, oh, Lord",in my soul so will never be apart oh jesus save my soul oh lord,in my soul so will never be apart oh jesus say my soul oh lord,0.06666666666666667,0.031746031746031744,15
Music Delta - Gospel,30.0,39.0,9.0,oh jesus save my soul oh lord oh he died for me," Oh Jesus, say my song, oh, oh, it's dark for me",oh jesus save my soul oh lord oh he died for me,oh jesus say my song oh oh its dark for me,0.4166666666666667,0.3191489361702128,12
Music Delta - Gospel,39.0,48.0,9.0,and now i'll live eternally because jesus saved my soul oh lord and," I am now, I live in tabling because Jesus saved my soul Lord and now",and now ill live eternally because jesus saved my soul oh lord and,i am now i live in tabling because jesus saved my soul lord and now,0.5384615384615384,0.3333333333333333,13
Music Delta - Gospel,47.0,52.0,5.0,lord and now we'll walk in the streets pay with gold, And now we'll walk in a strange table,lord and now well walk in the streets pay with gold,and now well walk in a strange table,0.5454545454545454,0.45098039215686275,11
Music Delta - Gospel,52.0,58.0,6.0,oh glory glory hallelujah oh glory," Oh, darling, hurry, hurry up, oh, oh, hurry",oh glory glory hallelujah oh glory,oh darling hurry hurry up oh oh hurry,1.0,0.5882352941176471,6
Music Delta - Gospel,58.0,65.0,7.0,glory hallelujah oh glory glory hallelujah," Glory, Hallelujah, oh, Glory, Glory, Hallelujah",glory hallelujah oh glory glory hallelujah,glory hallelujah oh glory glory hallelujah,0.0,0.0,6
Music Delta - Gospel,65.0,71.0,6.0,oh glory glory hallelujah,欲發發,oh glory glory hallelujah,欲發發,1.0,1.0,4
Music Delta - Hendrix,0.0,4.0,4.0,he likes mountain biking, He lies back like him,he likes mountain biking,he lies back like him,1.0,0.5833333333333334,4
Music Delta - Hendrix,4.0,8.0,4.0,he gets alive for the style, We get so laughins' as the rise,he gets alive for the style,we get so laughins as the rise,1.0,0.5925925925925926,6
Music Delta - Hendrix,8.0,12.0,4.0,he likes it when he's bigger, He likes it when he's better,he likes it when hes bigger,he likes it when hes better,0.16666666666666666,0.1111111111111111,6
Music Delta - Hendrix,12.0,18.0,6.0,oh he's just a stupid kind of guy," Oh, he's a stupid kind of guy",oh hes just a stupid kind of guy,oh hes a stupid kind of guy,0.125,0.15625,8
Music Delta - Punk,0.0,6.0,6.0,ya ya,リオン!リオン!,ya ya,リオンリオン,1.0,1.2,2
Music Delta - Punk,6.0,10.0,4.0,i wanna be a sunburned star and i,... Bleeeaaaarrararrsss!!!,i wanna be a sunburned star and i, bleeeaaaarrararrsss,1.0,0.8484848484848485,8
Music Delta - Reggae,0.0,8.0,8.0,everybody sing this is the reggae dream, This is the red gates drink,everybody sing this is the reggae dream,this is the red gates drink,0.7142857142857143,0.5641025641025641,7
Music Delta - Reggae,8.0,13.0,5.0,got no work until tomorrow, Got no work until tomorrow,got no work until tomorrow,got no work until tomorrow,0.0,0.0,5
Music Delta - Reggae,13.0,17.0,4.0,this is the reggae dream oh, This is the red get dream,this is the reggae dream oh,this is the red get dream,0.5,0.25925925925925924,6
Music Delta - Rock,0.0,8.0,8.0,i don't wanna go cause if you really gotta know you are the best girl that i've ever had i won't leave you all alone," I don't wanna go, so if you really got no You are the best girl that I've never had It won't leave you all alone",i dont wanna go cause if you really gotta know you are the best girl that ive ever had i wont leave you all alone,i dont wanna go so if you really got no you are the best girl that ive never had it wont leave you all alone,0.2,0.08849557522123894,25
Music Delta - Rock,8.0,12.0,4.0,oh no oh no don't go don't go don't go," Oh no, you will know, you will know, you will know, you will know",oh no oh no dont go dont go dont go,oh no you will know you will know you will know you will know,1.2,1.1142857142857143,10
Music Delta - Rockabilly,0.0,11.0,11.0,hand on my heart and you're on my mind my baby loves me but my love for you i cannot hide it's true," And on my heart, you on my mind, my baby With my love for you, I cannot hide it's true",hand on my heart and youre on my mind my baby loves me but my love for you i cannot hide its true,and on my heart you on my mind my baby with my love for you i cannot hide its true,0.2608695652173913,0.1958762886597938,23
Music Delta - Rockabilly,11.0,16.0,5.0,got a heart for two, Got a heart for two,got a heart for two,got a heart for two,0.0,0.0,5
Music Delta - Rockabilly,16.0,26.0,10.0,it's bad enough when one has got a hold on you but two for two these two have got me singing the blues, It's bad enough when one has got to hold on you But two but two these two have got me singing the blues,its bad enough when one has got a hold on you but two for two these two have got me singing the blues,its bad enough when one has got to hold on you but two but two these two have got me singing the blues,0.08695652173913043,0.04950495049504951,23
Night Panther - Fire,10.0,20.0,10.0,things are different when she's gone and i know why know why," Things are different when she's gone I'm dying for no one, no one",things are different when shes gone and i know why know why,things are different when shes gone im dying for no one no one,0.5833333333333334,0.3220338983050847,12
Night Panther - Fire,20.0,30.0,10.0,now i told her just to lie and and i know why know why, Now I told her just to lie and I know I know I know I,now i told her just to lie and and i know why know why,now i told her just to lie and i know i know i know i,0.2857142857142857,0.2037037037037037,14
Night Panther - Fire,30.0,41.0,11.0,and i know there's a fire under my nose but, And I know there's all far under my nose,and i know theres a fire under my nose but,and i know theres all far under my nose,0.3,0.19047619047619047,10
Night Panther - Fire,40.0,46.0,6.0,but when you're near me, But where you're near me,but when youre near me,but where youre near me,0.2,0.09090909090909091,5
