Song,Split,Start,End,Duration,Words,Lyric,has_lyrics
Lushlife - Toynbee Suite,Train,183.0,193.0,10.0,38,this black orbit flushed dust settle on plan zee your planet is stumped in a trance to cause puppets to run amuck controlling terror in an era that's pushed back steps through the mirror while reality cracks shift,True
Lushlife - Toynbee Suite,Train,193.0,198.0,5.0,14,hate to pretend surrender time and again the possibilities insist it's never an end,True
Lushlife - Toynbee Suite,Train,198.0,209.0,11.0,36,dream seems to be shattered from jump your looking at me i'm looking at you do we need to agree memory banks flooded gut human condition all premonition is lost here but nobody listens nobody listens,True
Lushlife - Toynbee Suite,Train,209.0,215.0,6.0,1,-,False
Lushlife - Toynbee Suite,Train,215.0,222.0,7.0,1,-,False
Lushlife - Toynbee Suite,Train,222.0,231.0,9.0,31,if you watch then the words just come alive and the dream feel real in a lullaby why i'm spending my life telling them otherwise if she dies then i'm live,True
Lushlife - Toynbee Suite,Train,231.0,240.0,9.0,45,on the other side so i drive all night just to tell 'em maybe if they see it then the world won't dead 'em ghosts in they heads and they just won't listen so i'm back on the block in the 'lac with a mission,True
Lushlife - Toynbee Suite,Train,240.0,248.0,8.0,27,i'm a spit a shortwave transmission interrupting the hellions on the television floss when they living lost in the myriad lies of politicians lost in the prism,True
Lushlife - Toynbee Suite,Train,248.0,256.0,8.0,32,all i really want is birds in the junipers if the world don't stop from the lucifers i'll be happy that they live in the universe eternally yours waiting here for jupiter,True
Lushlife - Toynbee Suite,Train,266.0,275.0,9.0,29,plus back home i never answer the phone i'm all alone south philly hellion thugs like a terrordome never known sleep with the birds until they send me home,True
Lushlife - Toynbee Suite,Train,275.0,281.0,6.0,21,knight ridder nightmare nighttimes i'm dead and gone with all the lights out the birds is chirping i'm steady working my,True
Lushlife - Toynbee Suite,Train,281.0,291.0,10.0,37,life out that's that accordion humming before the night's out 'cause when they send 'em to get me they read my rights out black then it's lights out secure the blast door or flee the country with,True
Lushlife - Toynbee Suite,Train,291.0,301.0,10.0,35,money and just a passport the grinning man is just spinning inside the task force so i don't want to be asking him what the mask for that's what the last bol this ain't bradbury,True
Lushlife - Toynbee Suite,Train,301.0,310.0,9.0,32,this ain't roddenberry it's just a matter of fact this isn't monetary the monastery is a hellion cult that's out to get me out to wet me with a million volts and,True
Lushlife - Toynbee Suite,Train,334.0,343.0,9.0,1,-,False
Lushlife - Toynbee Suite,Train,343.0,352.0,9.0,1,-,False
Lushlife - Toynbee Suite,Train,352.0,361.0,9.0,24,santiago chile to new york city or back to philly i'm working on a scheme a dream for the millions phenomenon that i seen,True
Lushlife - Toynbee Suite,Train,361.0,365.0,4.0,12,about the hellions ideology scream phoenix and they just tell me i'm,True
Lushlife - Toynbee Suite,Train,365.0,371.0,6.0,24,all lost in cinema instead of writing my senators i'm inventing a new way of telling them how they ended up lost in the,True
Lushlife - Toynbee Suite,Train,371.0,376.0,5.0,19,newspapers too late for sending up i don't want to be hit by the union goons they sending up,True
Lushlife - Toynbee Suite,Train,387.0,395.0,8.0,1,-,False
Lushlife - Toynbee Suite,Train,395.0,404.0,9.0,1,-,False
Lushlife - Toynbee Suite,Train,404.0,414.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,414.0,420.0,6.0,1,-,False
Lushlife - Toynbee Suite,Train,420.0,425.0,5.0,1,-,False
Lushlife - Toynbee Suite,Train,425.0,431.0,6.0,1,-,False
Lushlife - Toynbee Suite,Train,431.0,438.0,7.0,1,-,False
Lushlife - Toynbee Suite,Train,438.0,446.0,8.0,1,-,False
Lushlife - Toynbee Suite,Train,446.0,455.0,9.0,1,-,False
Lushlife - Toynbee Suite,Train,455.0,465.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,465.0,476.0,11.0,1,-,False
Lushlife - Toynbee Suite,Train,476.0,482.0,6.0,1,-,False
Lushlife - Toynbee Suite,Train,482.0,493.0,11.0,29,back to life again back up on the corner spot either on the block back on the mic again ghost in your soul still just a likening still feel,True
Lushlife - Toynbee Suite,Train,493.0,502.0,9.0,29,the world in my face and it's still frightening lush vida supreme where jupiter was still a dream in a gas giant last of the ibrahims last of the,True
Lushlife - Toynbee Suite,Train,502.0,511.0,9.0,22,philistines everybody still alive ghost in the kerosene celebrate the eloheim whatever you wanted i gave it to you readily my head,True
Lushlife - Toynbee Suite,Train,510.0,520.0,10.0,31,my head is full of ghosts science is ahead of me melody in the atoms vibrating and they telling me it's still possible but i'm tired the drive dead in me,True
Lushlife - Toynbee Suite,Train,519.0,530.0,11.0,34,me resurrect the legacy and i'm a be there my sister gone be there my mother gone be there the birds gonna be there the birds gonna be there the birds gonna be there,True
Lushlife - Toynbee Suite,Train,530.0,540.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,540.0,550.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,550.0,560.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,560.0,570.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,570.0,580.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,580.0,585.0,5.0,1,-,False
Lushlife - Toynbee Suite,Train,585.0,595.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,595.0,605.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,605.0,615.0,10.0,1,-,False
Lushlife - Toynbee Suite,Train,615.0,626.0,11.0,1,-,False
Fergessen - The Wind,Train,0.0,11.0,11.0,1,-,False
Fergessen - The Wind,Train,11.0,20.0,9.0,15,i saw you toss the cats on high and blow the birds above the sky,True
Fergessen - The Wind,Train,20.0,29.0,9.0,13,and all around i heard you pass like lady skirts across the grass,True
Fergessen - The Wind,Train,29.0,38.0,9.0,7,oh wind a blowing all day long,True
Fergessen - The Wind,Train,38.0,48.0,10.0,8,oh wind that seems so loud as song,True
Fergessen - The Wind,Train,48.0,56.0,8.0,13,i saw the different things you did but always you yourself you hit,True
Fergessen - The Wind,Train,56.0,64.0,8.0,15,i felt your push i heard you crawl i could not see yourself at all,True
Fergessen - The Wind,Train,64.0,73.0,9.0,7,oh wind a blowing all day long,True
Fergessen - The Wind,Train,73.0,82.0,9.0,8,oh wind that seems so loud as song,True
Fergessen - The Wind,Train,82.0,87.0,5.0,2,oh wind,True
Fergessen - The Wind,Train,87.0,96.0,9.0,8,oh wind that seems so loud as song,True
Fergessen - The Wind,Train,96.0,102.0,6.0,8,oh you that are so strong and cold,True
Fergessen - The Wind,Train,102.0,107.0,5.0,7,oh blower are you young or old,True
Fergessen - The Wind,Train,107.0,114.0,7.0,15,are you a beast of field and tree or just a stronger child than me,True
Fergessen - The Wind,Train,114.0,120.0,6.0,2,oh wind,True
Fergessen - The Wind,Train,120.0,126.0,6.0,4,oh wind oh oh,True
Fergessen - The Wind,Train,126.0,133.0,7.0,3,oh oh oh,True
Fergessen - The Wind,Train,133.0,138.0,5.0,2,oh uh,True
Fergessen - The Wind,Train,138.0,147.0,9.0,7,oh wind a blowing all day long,True
Fergessen - The Wind,Train,146.0,156.0,10.0,11,oh oh oh wind that seems so loud as song oh,True
Fergessen - The Wind,Train,156.0,164.0,8.0,7,oh oh wind oh oh oh wind,True
Fergessen - The Wind,Train,164.0,170.0,6.0,6,that seems so loud as song,True
Fergessen - The Wind,Train,170.0,174.0,4.0,2,oh wind,True
Fergessen - The Wind,Train,174.0,184.0,10.0,5,a blowing all day long,True
Johnny Lokke - Promises & Lies,Train,0.0,10.0,10.0,1,-,False
Johnny Lokke - Promises & Lies,Train,23.0,30.0,7.0,1,-,False
Johnny Lokke - Promises & Lies,Train,30.0,38.0,8.0,1,-,False
Johnny Lokke - Promises & Lies,Train,38.0,45.0,7.0,7,we all love nature bless my man,True
Johnny Lokke - Promises & Lies,Train,45.0,51.0,6.0,5,darkness laughing taking warning term,True
Johnny Lokke - Promises & Lies,Train,51.0,57.0,6.0,8,this is the hour the hour of dreams,True
Johnny Lokke - Promises & Lies,Train,57.0,63.0,6.0,11,don't look into these eyes if you want to stay free,True
Johnny Lokke - Promises & Lies,Train,63.0,69.0,6.0,7,stepping out the shadows give no home,True
Johnny Lokke - Promises & Lies,Train,69.0,75.0,6.0,6,can't pretend i'm not all alone,True
Johnny Lokke - Promises & Lies,Train,75.0,81.0,6.0,6,don't need long this i know,True
Johnny Lokke - Promises & Lies,Train,81.0,86.0,5.0,5,it's all promises and lies,True
Johnny Lokke - Promises & Lies,Train,86.0,93.0,7.0,11,a silent craft blizzard night it's too late to turn away,True
Johnny Lokke - Promises & Lies,Train,93.0,99.0,6.0,9,who's the master the line has crossed the day,True
Johnny Lokke - Promises & Lies,Train,99.0,105.0,6.0,7,all eyes are open bam bam blood,True
Johnny Lokke - Promises & Lies,Train,105.0,111.0,6.0,8,the air will turn the sky will burn,True
Johnny Lokke - Promises & Lies,Train,111.0,117.0,6.0,7,stepping out the shadows give no home,True
Johnny Lokke - Promises & Lies,Train,117.0,123.0,6.0,6,can't pretend i'm not all alone,True
Johnny Lokke - Promises & Lies,Train,123.0,129.0,6.0,6,don't need long this i know,True
Johnny Lokke - Promises & Lies,Train,129.0,135.0,6.0,5,it's all promises and lies,True
Johnny Lokke - Promises & Lies,Train,135.0,141.0,6.0,1,-,False
Johnny Lokke - Promises & Lies,Train,141.0,149.0,8.0,1,-,False
Johnny Lokke - Promises & Lies,Train,149.0,155.0,6.0,1,-,False
Johnny Lokke - Promises & Lies,Train,155.0,163.0,8.0,1,-,False
Johnny Lokke - Promises & Lies,Train,163.0,170.0,7.0,1,-,False
Johnny Lokke - Promises & Lies,Train,170.0,175.0,5.0,1,-,False
Johnny Lokke - Promises & Lies,Train,175.0,182.0,7.0,1,-,False
Johnny Lokke - Promises & Lies,Train,182.0,189.0,7.0,9,i can think of something we can do tonight,True
Johnny Lokke - Promises & Lies,Train,189.0,195.0,6.0,10,come down little bottom we shoot out all the lights,True
Johnny Lokke - Promises & Lies,Train,194.0,201.0,7.0,11,i will be your brother i will be your friend you,True
Johnny Lokke - Promises & Lies,Train,200.0,207.0,7.0,11,you can call me a mother just don't say it again,True
Johnny Lokke - Promises & Lies,Train,207.0,213.0,6.0,7,stepping out the shadows give no home,True
Johnny Lokke - Promises & Lies,Train,213.0,219.0,6.0,6,can't pretend i'm not all alone,True
Johnny Lokke - Promises & Lies,Train,219.0,225.0,6.0,6,don't be loud this i know,True
Johnny Lokke - Promises & Lies,Train,225.0,231.0,6.0,5,it's all promises and lies,True
Johnny Lokke - Promises & Lies,Train,231.0,236.0,5.0,1,-,False
Johnny Lokke - Promises & Lies,Train,236.0,243.0,7.0,1,-,False
Johnny Lokke - Promises & Lies,Train,243.0,249.0,6.0,2,promises promises,True
Johnny Lokke - Promises & Lies,Train,249.0,255.0,6.0,3,promises and lies,True
Johnny Lokke - Promises & Lies,Train,255.0,262.0,7.0,3,promises promises promise,True
Johnny Lokke - Promises & Lies,Train,261.0,267.0,6.0,3,promises and lies,True
Johnny Lokke - Promises & Lies,Train,267.0,273.0,6.0,2,promises promises,True
Johnny Lokke - Promises & Lies,Train,273.0,282.0,9.0,3,promises and lies,True
ANiMAL - Easy Tiger,Train,0.0,6.0,6.0,1,-,False
ANiMAL - Easy Tiger,Train,6.0,13.0,7.0,4,and come and come,True
ANiMAL - Easy Tiger,Train,13.0,22.0,9.0,3,come and come,True
ANiMAL - Easy Tiger,Train,22.0,27.0,5.0,9,easy tiger come sit by my rider and come,True
ANiMAL - Easy Tiger,Train,27.0,35.0,8.0,17,easy tiger come sit by my rider come easy tiger come sit by my rider come easy,True
ANiMAL - Easy Tiger,Train,34.0,42.0,8.0,15,easy tiger come sit by my rider and come backstage passes to my funky show,True
ANiMAL - Easy Tiger,Train,41.0,49.0,8.0,19,pump other pockets on your stereo it's getting warm and hot in club come meet me down the road,True
ANiMAL - Easy Tiger,Train,49.0,53.0,4.0,11,we gave out the tickets but the people won't go no,True
ANiMAL - Easy Tiger,Train,53.0,61.0,8.0,40,walking backstage trying to get it on i am standing bow tall five six i'm wrong put your feet behind the curtain make your self known one click and i think a smile then i am yours the hotel is,True
ANiMAL - Easy Tiger,Train,60.0,67.0,7.0,39,yours the hotel is not far i check it down the road if you wanna lay back chick can make you moan and we can have a little chat about the way i'm hot you remind of sexy chick,True
ANiMAL - Easy Tiger,Train,67.0,74.0,7.0,36,is back in amsterdam chick come back with me like its no problem i let her take control i have so much to learn as we hit it in the baden now the chicks are gone,True
ANiMAL - Easy Tiger,Train,74.0,84.0,10.0,50,hey lets go where did you get that time done said you're looking crisp in the morning sun while she gives me the number to her mobile phone we say goodbyes and what now she is home as we hitting on the road and heading for the next show but,True
ANiMAL - Easy Tiger,Train,84.0,88.0,4.0,9,easy tiger come sit by my rider and come,True
ANiMAL - Easy Tiger,Train,88.0,99.0,11.0,25,easy tiger come sit by my rider come easy tiger come sit by my rider come easy tiger come sit by my rider and come,True
ANiMAL - Easy Tiger,Train,98.0,102.0,4.0,8,and come backstage passes to my funky show,True
ANiMAL - Easy Tiger,Train,102.0,110.0,8.0,19,pump other pockets on your stereo it's getting warm and hot in club come with me down the road,True
ANiMAL - Easy Tiger,Train,110.0,114.0,4.0,11,we gave out the tickets but the people won't go no,True
ANiMAL - Easy Tiger,Train,114.0,119.0,5.0,23,go girl here is my backstage pass bring it back there let me tap that ass and address your class i'm ma move,True
ANiMAL - Easy Tiger,Train,119.0,129.0,10.0,46,too fast i'm ma dress some room champagne and two glass so come on girl don't hold it down when we up in nigga town be screaming now you are with the after party like you dreamed about its time you and me act friendish now,True
ANiMAL - Easy Tiger,Train,129.0,134.0,5.0,24,and we can sit and drink obscene amounts i've got a tab at the bar let's clean them out and when we drunk enough,True
ANiMAL - Easy Tiger,Train,134.0,145.0,11.0,47,then we bounce off to the hotel out for the counting when the morning come across the dust back on the road is the boring stuff but it can liven up if you roll with us you can sit upon my ride upon the tour bus she,True
ANiMAL - Easy Tiger,Train,170.0,175.0,5.0,10,i have dreams of her being obscene with me come,True
ANiMAL - Easy Tiger,Train,175.0,182.0,7.0,19,she was the backstage queen she was the backstage queen she didn't know what she means to me she,True
The Wrong'Uns - Rothko,Train,0.0,10.0,10.0,1,-,False
The Wrong'Uns - Rothko,Train,10.0,17.0,7.0,1,-,False
The Wrong'Uns - Rothko,Train,17.0,24.0,7.0,10,the coal on your eyes is dark as your lies,True
The Wrong'Uns - Rothko,Train,24.0,31.0,7.0,10,it comes as no surprise you're silent like louise brooks,True
The Wrong'Uns - Rothko,Train,31.0,38.0,7.0,9,you play femme fatale you love to be cruel,True
The Wrong'Uns - Rothko,Train,38.0,48.0,10.0,15,with an innocent look but you're using all the hooks you're using all the hooks,True
The Wrong'Uns - Rothko,Train,48.0,56.0,8.0,10,rothko said paint is black scrape it back paint it,True
The Wrong'Uns - Rothko,Train,55.0,65.0,10.0,12,jagger said paint it black scrape it back paint it black the,True
The Wrong'Uns - Rothko,Train,64.0,71.0,7.0,10,the red of your lips could launch a thousand ships,True
The Wrong'Uns - Rothko,Train,71.0,78.0,7.0,11,a vein in kill is heart so aim your poisoned dart,True
The Wrong'Uns - Rothko,Train,78.0,85.0,7.0,10,bring me to my knees hurt me if you please,True
The Wrong'Uns - Rothko,Train,85.0,92.0,7.0,9,torture is your art so aim your poisoned dart,True
The Wrong'Uns - Rothko,Train,91.0,95.0,4.0,6,come on aim your poisoned dart,True
The Wrong'Uns - Rothko,Train,95.0,103.0,8.0,11,rothko said paint it black scrape it back paint it jagger,True
The Wrong'Uns - Rothko,Train,102.0,112.0,10.0,11,jagger said paint it black scrape it back paint it black,True
The Wrong'Uns - Rothko,Train,112.0,120.0,8.0,1,-,False
The Wrong'Uns - Rothko,Train,120.0,125.0,5.0,1,-,False
The Wrong'Uns - Rothko,Train,125.0,132.0,7.0,1,-,False
The Wrong'Uns - Rothko,Train,132.0,140.0,8.0,1,-,False
The Wrong'Uns - Rothko,Train,140.0,151.0,11.0,14,bring me to my knees hurt me if you please torture is your art,True
The Wrong'Uns - Rothko,Train,151.0,159.0,8.0,13,so aim your poisoned dart come on aim your poisoned dart rothko said,True
The Wrong'Uns - Rothko,Train,159.0,166.0,7.0,10,paint it black scrape it back paint it jagger said,True
The Wrong'Uns - Rothko,Train,166.0,175.0,9.0,13,paint it black scrape it back paint it rothko said paint it black,True
The Wrong'Uns - Rothko,Train,174.0,184.0,10.0,13,scrape it back paint it jagger said paint it black black on black,True
The Wrong'Uns - Rothko,Train,183.0,192.0,9.0,3,paint is black,True
The Wrong'Uns - Rothko,Train,192.0,199.0,7.0,1,-,False
"Jokers, Jacks & Kings - Sea Of Leaves",Train,0.0,10.0,10.0,1,-,False
"Jokers, Jacks & Kings - Sea Of Leaves",Train,10.0,18.0,8.0,1,-,False
"Jokers, Jacks & Kings - Sea Of Leaves",Train,18.0,25.0,7.0,6,my oldest friend under ground train,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,25.0,30.0,5.0,6,the horror repeats a slow refrain,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,30.0,35.0,5.0,3,a slow refrain,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,35.0,42.0,7.0,7,and you are seen a dull disease,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,42.0,52.0,10.0,10,creeping up on me on me on me on me,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,52.0,56.0,4.0,2,somebody scream,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,56.0,62.0,6.0,2,somebody scream,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,62.0,68.0,6.0,1,please,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,68.0,76.0,8.0,11,i've been here for so long the ravens roosting are gone,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,75.0,81.0,6.0,10,been hanging around for hundreds of years i've been here,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,81.0,91.0,10.0,15,so long the ravens roosting are gone i've been hanging around for hundreds of years,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,91.0,99.0,8.0,1,-,False
"Jokers, Jacks & Kings - Sea Of Leaves",Train,99.0,104.0,5.0,1,-,False
"Jokers, Jacks & Kings - Sea Of Leaves",Train,104.0,111.0,7.0,5,lonely nights the landscape breathes,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,111.0,121.0,10.0,10,wading through a sea of leaves a sea of leaves,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,128.0,138.0,10.0,12,now humans tell you to stop the peace they stop the peace,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,138.0,143.0,5.0,3,and somebody scream,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,143.0,149.0,6.0,2,somebody scream,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,149.0,155.0,6.0,6,somebody scream scream scream scream oh,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,154.0,158.0,4.0,5,oh please i've been here,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,158.0,165.0,7.0,11,for so long the ravens roosting are gone been hanging around,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,165.0,174.0,9.0,16,for hundreds of years i've been here for so long the ravens roosting are gone i've,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,173.0,178.0,5.0,9,gone i've been hanging around for hundreds of years,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,178.0,182.0,4.0,4,for hundreds of years,True
"Jokers, Jacks & Kings - Sea Of Leaves",Train,181.0,186.0,5.0,3,for hundreds of,True
Black Bloc - If You Want Success,Train,0.0,7.0,7.0,1,-,False
Black Bloc - If You Want Success,Train,7.0,15.0,8.0,1,-,False
Black Bloc - If You Want Success,Train,15.0,20.0,5.0,1,-,False
Black Bloc - If You Want Success,Train,20.0,28.0,8.0,1,-,False
Black Bloc - If You Want Success,Train,28.0,32.0,4.0,12,global culver stay no room for debate in a politics of fay,True
Black Bloc - If You Want Success,Train,32.0,42.0,10.0,36,corporate merches in cup hill games with the people refrain from expressing their pain the kind of the system till we live into the debt walk within they take us all interest splat forget yourself for,True
Black Bloc - If You Want Success,Train,42.0,46.0,4.0,15,one more day on a comedy's payroll i've got nothing left to say this leviathan,True
Black Bloc - If You Want Success,Train,46.0,53.0,7.0,24,biggest thing of its kind beast in the mime on the information line fall in line what they speak in these times follow my,True
Black Bloc - If You Want Success,Train,53.0,57.0,4.0,7,if you want success better stop thinking,True
Black Bloc - If You Want Success,Train,57.0,65.0,8.0,14,if you want success better stop thinking if you want success better stop thinking,True
Black Bloc - If You Want Success,Train,65.0,70.0,5.0,7,if you want success better stop thinking,True
Black Bloc - If You Want Success,Train,70.0,77.0,7.0,18,be aware of these telematic technologies loosing ecologies to combo economies one of these thiefs to the par,True
Black Bloc - If You Want Success,Train,84.0,91.0,7.0,8,so if you want success better stop thinking,True
Black Bloc - If You Want Success,Train,91.0,99.0,8.0,12,if you want success better stop thinking oh oh oh oh oh,True
Black Bloc - If You Want Success,Train,99.0,105.0,6.0,1,-,False
Black Bloc - If You Want Success,Train,105.0,112.0,7.0,1,-,False
Black Bloc - If You Want Success,Train,112.0,117.0,5.0,12,global culver stay fine lines of escape from the politics of fay,True
Black Bloc - If You Want Success,Train,117.0,126.0,9.0,37,corporate merches in cup hill games while the people are trained in word money and fame on the kind of a system till we live into the debt what we'd undertake is all interest splat forget it,True
Black Bloc - If You Want Success,Train,126.0,132.0,6.0,22,all for one mroe day on a comedy's payroll i've got nothing left to say this leviathan biggest thing of its kind,True
Black Bloc - If You Want Success,Train,132.0,138.0,6.0,19,beast in the mime on the information line fall in line what they speak in these times follow my,True
Black Bloc - If You Want Success,Train,138.0,142.0,4.0,7,if you want success better stop thinking,True
Black Bloc - If You Want Success,Train,142.0,149.0,7.0,12,if you want success better stop thinking oh oh oh oh oh,True
Black Bloc - If You Want Success,Train,149.0,155.0,6.0,1,-,False
Black Bloc - If You Want Success,Train,155.0,162.0,7.0,1,-,False
Black Bloc - If You Want Success,Train,162.0,170.0,8.0,1,-,False
Black Bloc - If You Want Success,Train,170.0,179.0,9.0,1,-,False
Black Bloc - If You Want Success,Train,179.0,189.0,10.0,1,-,False
Black Bloc - If You Want Success,Train,189.0,200.0,11.0,1,-,False
Black Bloc - If You Want Success,Train,200.0,206.0,6.0,1,-,False
Black Bloc - If You Want Success,Train,206.0,211.0,5.0,8,ah ah ah ah ah ah ah ah,True
Black Bloc - If You Want Success,Train,211.0,217.0,6.0,10,ah ah ah ah ah ah ah ah ah ah,True
Black Bloc - If You Want Success,Train,217.0,221.0,4.0,6,ah ah ah ah ah ah,True
Black Bloc - If You Want Success,Train,221.0,226.0,5.0,8,ah ah ah ah ah ah ah ah,True
Black Bloc - If You Want Success,Train,226.0,230.0,4.0,6,ah ah ah ah ah ah,True
Black Bloc - If You Want Success,Train,230.0,240.0,10.0,16,ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah,True
Black Bloc - If You Want Success,Train,240.0,249.0,9.0,1,-,False
Black Bloc - If You Want Success,Train,249.0,257.0,8.0,1,-,False
Black Bloc - If You Want Success,Train,257.0,265.0,8.0,1,-,False
Black Bloc - If You Want Success,Train,265.0,275.0,10.0,1,sociopath,True
Black Bloc - If You Want Success,Train,275.0,283.0,8.0,1,sociopath,True
Black Bloc - If You Want Success,Train,283.0,293.0,10.0,1,sociopath,True
Black Bloc - If You Want Success,Train,292.0,299.0,7.0,1,sociopath,True
Black Bloc - If You Want Success,Train,299.0,308.0,9.0,7,i got my message from a sociopath,True
Black Bloc - If You Want Success,Train,308.0,318.0,10.0,8,keep my sociopath i got my message from,True
Black Bloc - If You Want Success,Train,318.0,325.0,7.0,1,sociopath,True
Black Bloc - If You Want Success,Train,325.0,336.0,11.0,3,keep my sociopath,True
Black Bloc - If You Want Success,Train,336.0,341.0,5.0,1,-,False
Black Bloc - If You Want Success,Train,341.0,349.0,8.0,1,-,False
Black Bloc - If You Want Success,Train,349.0,354.0,5.0,2,dance bang,True
Black Bloc - If You Want Success,Train,354.0,360.0,6.0,1,-,False
Black Bloc - If You Want Success,Train,360.0,367.0,7.0,1,-,False
Black Bloc - If You Want Success,Train,367.0,374.0,7.0,2,dance bang,True
Black Bloc - If You Want Success,Train,374.0,382.0,8.0,1,-,False
Black Bloc - If You Want Success,Train,382.0,390.0,8.0,1,-,False
Hollow Ground - Left Blind,Train,0.0,10.0,10.0,1,-,False
Hollow Ground - Left Blind,Train,10.0,20.0,10.0,1,-,False
Hollow Ground - Left Blind,Train,20.0,30.0,10.0,1,-,False
Hollow Ground - Left Blind,Train,30.0,38.0,8.0,3,i'm left blind,True
Hollow Ground - Left Blind,Train,38.0,48.0,10.0,1,-,False
Hollow Ground - Left Blind,Train,48.0,56.0,8.0,1,-,False
Hollow Ground - Left Blind,Train,56.0,66.0,10.0,18,i lost place this time i am bleh should be dead as i've outdone i've tried to find,True
Hollow Ground - Left Blind,Train,66.0,70.0,4.0,9,the place i used to go which is fun,True
Hollow Ground - Left Blind,Train,70.0,76.0,6.0,15,but i vow so unkind i'm left blind behind a wall of hurt and lies,True
Hollow Ground - Left Blind,Train,76.0,82.0,6.0,12,of lies but can't you live like this to have done this,True
Hollow Ground - Left Blind,Train,82.0,88.0,6.0,8,death to this my guardians leaves me blind,True
Hollow Ground - Left Blind,Train,88.0,95.0,7.0,9,leaves me blind it needs me death to this,True
Hollow Ground - Left Blind,Train,95.0,100.0,5.0,4,it should be dead,True
Hollow Ground - Left Blind,Train,100.0,105.0,5.0,4,it should be dead,True
Hollow Ground - Left Blind,Train,105.0,115.0,10.0,1,-,False
Hollow Ground - Left Blind,Train,115.0,125.0,10.0,13,the low lights yes what difference will that makes the path i take,True
Hollow Ground - Left Blind,Train,125.0,131.0,6.0,11,there no difference it's in your face it's in my face,True
Hollow Ground - Left Blind,Train,131.0,138.0,7.0,11,i want out out of this place left in my face,True
Hollow Ground - Left Blind,Train,138.0,144.0,6.0,7,there's no difference it's in your face,True
Hollow Ground - Left Blind,Train,144.0,150.0,6.0,1,-,False
Hollow Ground - Left Blind,Train,150.0,156.0,6.0,7,i want out of this place now,True
Hollow Ground - Left Blind,Train,155.0,159.0,4.0,1,-,False
Port St Willow - Stay Even,Train,0.0,10.0,10.0,1,-,False
Port St Willow - Stay Even,Train,10.0,16.0,6.0,4,play anything at all,True
Port St Willow - Stay Even,Train,16.0,23.0,7.0,6,to keep us moving oh fear,True
Port St Willow - Stay Even,Train,23.0,33.0,10.0,11,i don't want this i don't want you to be king,True
Port St Willow - Stay Even,Train,35.0,45.0,10.0,8,just fall sit down i fall for you,True
Port St Willow - Stay Even,Train,44.0,48.0,4.0,2,for you,True
Port St Willow - Stay Even,Train,48.0,58.0,10.0,12,is it enough to climb back out to hold on to you,True
Port St Willow - Stay Even,Train,61.0,67.0,6.0,1,-,False
Port St Willow - Stay Even,Train,67.0,74.0,7.0,1,-,False
Port St Willow - Stay Even,Train,74.0,82.0,8.0,1,-,False
Port St Willow - Stay Even,Train,82.0,86.0,4.0,1,-,False
Port St Willow - Stay Even,Train,86.0,97.0,11.0,2,oh oh,True
Port St Willow - Stay Even,Train,97.0,103.0,6.0,1,oh,True
Port St Willow - Stay Even,Train,103.0,110.0,7.0,1,oh,True
Port St Willow - Stay Even,Train,110.0,115.0,5.0,1,stay,True
Port St Willow - Stay Even,Train,115.0,121.0,6.0,4,we'll stay even tonight,True
Port St Willow - Stay Even,Train,121.0,132.0,11.0,12,and don't lose your cool oh we can keep things in line,True
Port St Willow - Stay Even,Train,135.0,146.0,11.0,6,don't don't call me a liar,True
Port St Willow - Stay Even,Train,146.0,155.0,9.0,9,i'm holding on yeah i'm choosing what we built,True
Port St Willow - Stay Even,Train,155.0,160.0,5.0,1,-,False
Port St Willow - Stay Even,Train,160.0,167.0,7.0,7,say what you been meaning to say,True
Port St Willow - Stay Even,Train,166.0,170.0,4.0,4,say i'm all ears,True
